food_item,calories,proteins,carbohydrates,fats,fibers,sugars,category,sodium,cholesterol,meal_type,water_intake,source_file
Cheese,510,3.5,31.3,45.5,5.0,28.6,Dairy,279,98.0,Snack,249.0,Food_2.csv
Green Tea,252,16.2,98.5,4.6,1.0,30.6,Beverages,819,71.0,Dinner,897.0,Food_2.csv
Spinach,328,19.0,77.2,13.6,6.2,16.7,Vegetables,951,32.0,Snack,451.0,Food_2.csv
Spinach,63,37.8,97.7,32.9,1.5,49.0,Vegetables,974,223.0,Lunch,117.0,Food_2.csv
Pork Chop,78,19.2,77.6,37.2,0.1,30.1,Meat,743,119.0,Dinner,934.0,Food_2.csv
Bread,375,34.3,88.9,26.4,9.1,35.7,Grains,79,120.0,Snack,896.0,Food_2.csv
Chips,378,31.5,73.7,26.5,6.4,27.0,Snacks,901,55.0,Snack,659.0,Food_2.csv
Orange Juice,335,9.4,9.9,6.2,6.7,15.3,Beverages,147,205.0,Snack,508.0,Food_2.csv
Coffee,274,36.7,70.8,37.0,3.6,23.9,Beverages,863,213.0,Lunch,146.0,Food_2.csv
Coffee,149,7.3,48.1,7.0,4.6,10.5,Beverages,427,177.0,Lunch,378.0,Food_2.csv
Pork Chop,333,32.3,70.8,15.7,5.6,13.2,Meat,540,252.0,Dinner,817.0,Food_2.csv
Apple,484,19.6,58.2,32.5,8.4,48.2,Fruits,289,195.0,Dinner,528.0,Food_2.csv
Broccoli,165,50.0,60.4,35.5,9.4,32.5,Vegetables,165,252.0,Snack,567.0,Food_2.csv
Carrot,404,23.8,7.9,15.0,3.8,8.6,Vegetables,995,229.0,Dinner,423.0,Food_2.csv
Coffee,387,10.7,93.8,42.1,9.4,37.2,Beverages,495,166.0,Breakfast,860.0,Food_2.csv
Orange Juice,238,46.5,62.1,11.4,0.5,32.7,Beverages,639,263.0,Dinner,660.0,Food_2.csv
Eggs,215,3.0,29.8,5.7,8.2,7.0,Meat,50,150.0,Dinner,813.0,Food_2.csv
Beef Steak,276,6.2,41.4,23.5,1.4,21.0,Meat,716,70.0,Dinner,781.0,Food_2.csv
Coffee,373,1.5,49.1,28.9,9.6,10.9,Beverages,824,182.0,Breakfast,276.0,Food_2.csv
Eggs,409,15.2,15.6,17.0,0.5,37.1,Meat,554,103.0,Breakfast,234.0,Food_2.csv
Orange,502,36.8,76.5,39.1,3.8,44.8,Fruits,445,64.0,Breakfast,167.0,Food_2.csv
Cheese,368,31.8,94.5,31.2,1.3,22.0,Dairy,536,131.0,Lunch,755.0,Food_2.csv
Nuts,366,43.0,93.0,32.4,0.9,43.1,Snacks,795,295.0,Lunch,593.0,Food_2.csv
Carrot,222,9.9,54.0,28.7,8.4,9.3,Vegetables,792,135.0,Lunch,436.0,Food_2.csv
Pork Chop,348,16.8,21.2,29.5,1.2,22.6,Meat,568,51.0,Lunch,853.0,Food_2.csv
Coffee,549,11.9,82.9,38.5,4.2,3.4,Beverages,404,69.0,Dinner,664.0,Food_2.csv
Paneer,572,28.6,79.9,24.0,3.5,37.1,Dairy,745,102.0,Lunch,796.0,Food_2.csv
Pork Chop,158,18.4,48.1,46.8,5.4,20.0,Meat,803,123.0,Dinner,714.0,Food_2.csv
Pasta,164,16.5,40.0,19.0,0.2,47.0,Grains,518,218.0,Snack,511.0,Food_2.csv
Chips,331,5.6,92.4,17.1,4.5,28.0,Snacks,185,299.0,Dinner,717.0,Food_2.csv
Nuts,564,10.1,92.5,11.9,3.1,49.8,Snacks,479,77.0,Lunch,258.0,Food_2.csv
Chips,303,10.8,73.3,4.4,1.5,26.6,Snacks,764,81.0,Dinner,433.0,Food_2.csv
Chicken Breast,287,27.4,11.0,2.9,5.4,8.8,Meat,433,207.0,Breakfast,832.0,Food_2.csv
Popcorn,201,14.7,87.2,12.3,8.0,4.2,Snacks,720,81.0,Breakfast,473.0,Food_2.csv
Tomato,571,44.1,49.3,24.4,1.0,45.2,Vegetables,376,9.0,Lunch,696.0,Food_2.csv
Strawberry,259,18.2,53.6,21.1,8.5,36.0,Fruits,980,179.0,Lunch,575.0,Food_2.csv
Bread,285,10.2,7.0,43.9,7.6,3.9,Grains,853,131.0,Lunch,332.0,Food_2.csv
Orange,361,27.7,19.5,12.8,5.7,42.1,Fruits,95,72.0,Breakfast,587.0,Food_2.csv
Water,242,22.3,99.6,41.7,7.2,45.9,Beverages,81,230.0,Dinner,295.0,Food_2.csv
Broccoli,469,33.4,26.9,35.4,2.8,4.4,Vegetables,200,267.0,Breakfast,325.0,Food_2.csv
Green Tea,437,30.2,13.3,11.4,6.6,20.6,Beverages,353,164.0,Breakfast,515.0,Food_2.csv
Quinoa,108,43.1,11.7,4.2,5.1,1.5,Grains,681,225.0,Snack,101.0,Food_2.csv
Pork Chop,71,5.8,11.7,13.8,1.1,8.0,Meat,696,202.0,Breakfast,196.0,Food_2.csv
Banana,519,35.3,21.5,9.0,0.8,26.9,Fruits,500,105.0,Dinner,468.0,Food_2.csv
Green Tea,106,48.0,8.2,2.6,7.2,23.3,Beverages,763,236.0,Breakfast,488.0,Food_2.csv
Beef Steak,391,39.5,6.8,30.9,4.0,19.3,Meat,881,27.0,Breakfast,905.0,Food_2.csv
Strawberry,433,26.5,95.7,45.3,2.7,39.8,Fruits,144,189.0,Snack,974.0,Food_2.csv
Pork Chop,561,12.9,75.7,40.7,8.8,29.8,Meat,447,217.0,Lunch,979.0,Food_2.csv
Grapes,302,23.2,12.0,48.7,7.1,2.6,Fruits,682,197.0,Lunch,610.0,Food_2.csv
Bread,373,41.8,21.2,48.7,6.9,5.2,Grains,434,291.0,Breakfast,358.0,Food_2.csv
Nuts,446,9.7,55.1,17.7,5.1,14.5,Snacks,708,61.0,Breakfast,481.0,Food_2.csv
Water,426,8.6,7.4,48.6,1.6,49.8,Beverages,683,121.0,Breakfast,977.0,Food_2.csv
Water,95,24.2,26.4,20.9,3.5,19.0,Beverages,478,12.0,Breakfast,456.0,Food_2.csv
Strawberry,188,23.8,24.6,19.5,0.5,14.6,Fruits,915,59.0,Snack,429.0,Food_2.csv
Orange,129,15.2,85.3,10.7,6.9,21.5,Fruits,793,131.0,Dinner,550.0,Food_2.csv
Spinach,419,7.4,17.5,41.7,9.2,25.2,Vegetables,393,280.0,Breakfast,220.0,Food_2.csv
Milkshake,311,32.6,69.3,4.0,8.0,4.6,Beverages,293,108.0,Dinner,984.0,Food_2.csv
Chicken Breast,189,29.2,63.4,22.9,4.4,2.5,Meat,789,172.0,Snack,874.0,Food_2.csv
Orange,308,21.7,43.9,19.2,1.0,17.6,Fruits,726,189.0,Breakfast,328.0,Food_2.csv
Pasta,84,10.2,71.9,5.1,2.2,30.1,Grains,637,126.0,Breakfast,392.0,Food_2.csv
Grapes,551,10.2,49.8,2.1,8.7,43.2,Fruits,784,203.0,Dinner,144.0,Food_2.csv
Milkshake,134,24.6,77.9,47.0,3.1,47.5,Beverages,371,271.0,Dinner,113.0,Food_2.csv
Salmon,133,37.3,8.7,17.9,2.6,49.1,Meat,481,55.0,Snack,339.0,Food_2.csv
Bread,386,45.0,16.9,9.8,7.9,12.5,Grains,360,283.0,Snack,854.0,Food_2.csv
Beef Steak,196,45.4,84.3,42.1,2.7,19.6,Meat,309,158.0,Breakfast,165.0,Food_2.csv
Quinoa,445,37.8,9.5,22.6,6.6,8.1,Grains,80,40.0,Breakfast,309.0,Food_2.csv
Cheese,450,3.4,49.6,20.8,2.9,16.2,Dairy,26,203.0,Lunch,383.0,Food_2.csv
Cookies,59,23.9,48.3,22.3,1.3,7.7,Snacks,204,134.0,Snack,264.0,Food_2.csv
Oats,371,35.5,43.2,33.6,7.7,48.6,Grains,253,195.0,Dinner,933.0,Food_2.csv
Carrot,569,6.3,98.0,5.8,7.9,34.6,Vegetables,71,52.0,Lunch,381.0,Food_2.csv
Salmon,420,2.2,41.1,29.3,2.5,39.6,Meat,470,158.0,Lunch,399.0,Food_2.csv
Tomato,150,48.8,95.4,16.3,0.0,13.8,Vegetables,174,67.0,Snack,801.0,Food_2.csv
Quinoa,506,24.4,73.2,8.4,0.6,31.7,Grains,215,9.0,Dinner,343.0,Food_2.csv
Chocolate,197,19.4,22.3,22.6,0.2,39.0,Snacks,324,239.0,Dinner,251.0,Food_2.csv
Grapes,71,28.3,23.9,46.6,9.4,46.5,Fruits,729,143.0,Breakfast,172.0,Food_2.csv
Rice,371,48.6,13.8,41.9,2.2,21.4,Grains,338,138.0,Breakfast,224.0,Food_2.csv
Coffee,389,40.5,86.0,46.3,1.6,41.0,Beverages,802,27.0,Dinner,336.0,Food_2.csv
Pork Chop,250,13.1,44.6,20.1,2.2,12.1,Meat,807,51.0,Lunch,491.0,Food_2.csv
Water,307,43.4,26.0,47.6,3.2,34.4,Beverages,187,39.0,Dinner,361.0,Food_2.csv
Paneer,495,16.3,64.3,10.1,2.1,47.6,Dairy,623,203.0,Breakfast,380.0,Food_2.csv
Spinach,133,20.1,94.2,22.0,7.3,33.5,Vegetables,245,72.0,Breakfast,907.0,Food_2.csv
Pork Chop,50,28.9,96.8,7.6,2.9,29.6,Meat,217,83.0,Dinner,889.0,Food_2.csv
Cookies,456,26.1,64.0,14.9,3.5,9.9,Snacks,426,283.0,Dinner,561.0,Food_2.csv
Green Tea,373,17.2,54.9,28.8,4.8,4.4,Beverages,626,270.0,Dinner,725.0,Food_2.csv
Rice,95,19.6,30.2,35.1,5.1,41.6,Grains,169,111.0,Breakfast,668.0,Food_2.csv
Oats,115,25.8,33.5,42.7,9.8,38.3,Grains,444,200.0,Lunch,805.0,Food_2.csv
Apple,528,6.6,69.9,43.8,5.4,32.8,Fruits,296,135.0,Snack,923.0,Food_2.csv
Apple,226,17.0,90.0,14.3,1.5,32.5,Fruits,921,285.0,Breakfast,849.0,Food_2.csv
Chocolate,68,47.4,48.5,32.1,9.2,34.8,Snacks,239,146.0,Dinner,524.0,Food_2.csv
Carrot,270,10.8,9.0,27.6,2.0,27.8,Vegetables,52,259.0,Breakfast,753.0,Food_2.csv
Coffee,311,12.6,93.2,17.2,5.7,44.5,Beverages,618,3.0,Dinner,983.0,Food_2.csv
Chocolate,439,46.9,34.8,23.1,6.5,23.1,Snacks,983,16.0,Snack,841.0,Food_2.csv
Milkshake,532,43.0,98.4,45.4,0.6,21.8,Beverages,29,268.0,Breakfast,743.0,Food_2.csv
Bread,446,47.3,31.2,49.6,5.2,44.9,Grains,270,142.0,Lunch,707.0,Food_2.csv
Green Tea,330,5.6,78.9,32.5,8.7,27.3,Beverages,850,202.0,Lunch,882.0,Food_2.csv
Butter,500,25.4,97.5,16.5,0.1,42.8,Dairy,242,266.0,Breakfast,619.0,Food_2.csv
Cheese,78,41.2,78.3,8.1,8.3,42.4,Dairy,361,274.0,Lunch,765.0,Food_2.csv
Orange Juice,276,12.8,91.6,17.3,9.5,26.9,Beverages,307,191.0,Breakfast,362.0,Food_2.csv
Green Tea,514,10.4,33.5,37.2,1.2,26.6,Beverages,566,158.0,Breakfast,426.0,Food_2.csv
Chocolate,352,40.3,57.1,8.0,9.2,7.4,Snacks,447,70.0,Dinner,114.0,Food_2.csv
Quinoa,528,29.6,13.5,29.8,5.1,47.2,Grains,704,77.0,Breakfast,856.0,Food_2.csv
Orange Juice,423,3.4,50.1,46.1,1.3,43.0,Beverages,201,231.0,Breakfast,864.0,Food_2.csv
Broccoli,221,20.7,92.6,47.2,2.3,19.5,Vegetables,232,274.0,Dinner,886.0,Food_2.csv
Water,146,31.3,23.2,26.1,5.3,5.5,Beverages,490,99.0,Dinner,767.0,Food_2.csv
Carrot,64,11.6,92.1,47.8,8.5,31.6,Vegetables,744,273.0,Lunch,316.0,Food_2.csv
Pasta,476,29.6,57.5,24.1,1.7,1.3,Grains,825,114.0,Lunch,985.0,Food_2.csv
Broccoli,297,45.9,40.5,35.1,9.1,49.1,Vegetables,584,119.0,Breakfast,332.0,Food_2.csv
Pasta,445,12.9,21.7,29.2,0.7,34.0,Grains,131,148.0,Breakfast,207.0,Food_2.csv
Milk,425,42.7,73.2,1.3,8.5,9.8,Dairy,628,151.0,Breakfast,107.0,Food_2.csv
Cheese,488,1.2,77.8,31.7,9.1,13.4,Dairy,610,128.0,Snack,550.0,Food_2.csv
Carrot,359,31.9,69.6,27.3,3.2,9.8,Vegetables,153,182.0,Lunch,139.0,Food_2.csv
Chocolate,497,12.4,40.1,24.6,1.9,16.2,Snacks,32,86.0,Lunch,340.0,Food_2.csv
Chips,423,13.8,18.8,48.1,1.3,0.8,Snacks,821,85.0,Lunch,966.0,Food_2.csv
Nuts,343,23.8,79.3,35.9,4.8,40.9,Snacks,303,31.0,Dinner,387.0,Food_2.csv
Cookies,245,7.4,29.2,43.8,0.5,28.1,Snacks,40,300.0,Breakfast,279.0,Food_2.csv
Green Tea,568,25.0,43.4,29.0,0.9,45.6,Beverages,973,33.0,Breakfast,314.0,Food_2.csv
Orange Juice,534,5.9,68.0,26.0,6.1,46.4,Beverages,528,198.0,Lunch,562.0,Food_2.csv
Tomato,328,23.1,41.7,47.2,2.7,3.6,Vegetables,913,215.0,Snack,999.0,Food_2.csv
Bread,594,22.2,49.5,39.2,0.4,43.7,Grains,459,68.0,Dinner,410.0,Food_2.csv
Quinoa,148,36.8,20.5,47.0,6.0,31.8,Grains,706,192.0,Breakfast,501.0,Food_2.csv
Water,438,9.1,31.2,6.4,0.9,24.7,Beverages,682,114.0,Snack,468.0,Food_2.csv
Orange,575,12.4,53.0,21.4,4.2,32.2,Fruits,246,7.0,Breakfast,195.0,Food_2.csv
Coffee,323,7.2,26.4,25.3,1.8,42.2,Beverages,738,100.0,Lunch,738.0,Food_2.csv
Cookies,148,1.9,60.6,40.8,5.4,32.3,Snacks,217,203.0,Dinner,628.0,Food_2.csv
Tomato,416,31.8,70.4,2.9,1.2,2.4,Vegetables,190,247.0,Snack,823.0,Food_2.csv
Apple,363,21.1,86.1,31.5,0.1,27.8,Fruits,159,120.0,Breakfast,366.0,Food_2.csv
Carrot,246,36.7,18.4,7.0,6.4,5.2,Vegetables,686,260.0,Breakfast,323.0,Food_2.csv
Apple,200,28.9,82.8,49.6,10.0,18.2,Fruits,776,134.0,Lunch,829.0,Food_2.csv
Cookies,407,47.0,14.7,11.9,7.2,2.0,Snacks,684,75.0,Snack,231.0,Food_2.csv
Orange,420,6.8,89.0,1.6,8.6,33.8,Fruits,932,239.0,Breakfast,311.0,Food_2.csv
Chips,421,20.8,41.0,37.6,8.4,20.7,Snacks,572,212.0,Breakfast,836.0,Food_2.csv
Coffee,321,40.8,52.2,15.2,7.0,11.1,Beverages,289,172.0,Lunch,613.0,Food_2.csv
Chicken Breast,529,13.7,95.3,5.1,5.2,32.7,Meat,871,215.0,Lunch,504.0,Food_2.csv
Cookies,127,44.1,47.5,21.4,3.7,5.7,Snacks,867,79.0,Dinner,859.0,Food_2.csv
Pasta,255,37.0,62.8,11.9,2.1,33.3,Grains,376,179.0,Breakfast,759.0,Food_2.csv
Tomato,70,48.9,30.4,4.2,3.5,30.0,Vegetables,903,228.0,Breakfast,851.0,Food_2.csv
Chicken Breast,589,1.0,86.3,28.1,1.1,7.1,Meat,119,271.0,Dinner,428.0,Food_2.csv
Green Tea,287,4.2,82.1,16.5,3.7,5.0,Beverages,624,294.0,Dinner,872.0,Food_2.csv
Green Tea,91,45.3,5.7,30.0,7.9,20.3,Beverages,920,262.0,Lunch,528.0,Food_2.csv
Eggs,258,18.1,25.5,26.3,4.6,14.7,Meat,48,205.0,Dinner,613.0,Food_2.csv
Quinoa,286,28.2,12.0,23.8,5.4,34.4,Grains,934,112.0,Snack,359.0,Food_2.csv
Cheese,318,35.6,50.6,15.8,4.0,17.3,Dairy,432,31.0,Snack,296.0,Food_2.csv
Green Tea,588,31.4,49.2,34.1,7.9,17.1,Beverages,409,220.0,Lunch,133.0,Food_2.csv
Carrot,185,36.0,99.9,12.6,1.1,20.3,Vegetables,106,20.0,Lunch,622.0,Food_2.csv
Cheese,455,4.9,7.3,34.7,4.5,9.9,Dairy,995,137.0,Breakfast,530.0,Food_2.csv
Orange,96,12.9,38.9,21.4,8.2,6.1,Fruits,921,90.0,Snack,713.0,Food_2.csv
Beef Steak,178,21.0,74.7,14.5,0.3,12.9,Meat,403,141.0,Breakfast,1000.0,Food_2.csv
Coffee,248,10.9,68.7,5.0,1.8,41.5,Beverages,15,26.0,Lunch,167.0,Food_2.csv
Paneer,392,30.2,67.3,8.1,8.3,7.2,Dairy,707,186.0,Lunch,981.0,Food_2.csv
Pork Chop,452,6.7,82.6,16.9,3.9,14.3,Meat,785,105.0,Breakfast,337.0,Food_2.csv
Apple,250,47.1,19.1,37.1,8.7,44.7,Fruits,686,246.0,Snack,696.0,Food_2.csv
Salmon,397,22.5,90.6,24.5,5.8,12.0,Meat,775,264.0,Lunch,719.0,Food_2.csv
Chocolate,459,40.5,21.1,5.6,3.4,42.6,Snacks,77,212.0,Lunch,866.0,Food_2.csv
Cheese,544,40.0,70.9,32.4,1.5,26.7,Dairy,936,103.0,Breakfast,652.0,Food_2.csv
Cookies,69,23.7,31.2,7.3,0.1,31.0,Snacks,575,267.0,Snack,710.0,Food_2.csv
Strawberry,580,2.2,39.1,17.0,6.5,34.2,Fruits,195,183.0,Dinner,136.0,Food_2.csv
Strawberry,456,12.7,50.7,6.4,9.6,24.8,Fruits,221,106.0,Dinner,430.0,Food_2.csv
Pasta,346,23.8,72.8,22.4,1.8,32.9,Grains,450,296.0,Dinner,723.0,Food_2.csv
Paneer,481,32.0,83.2,13.8,6.9,37.6,Dairy,983,6.0,Dinner,336.0,Food_2.csv
Cheese,66,13.8,71.6,27.2,8.6,20.0,Dairy,952,177.0,Lunch,245.0,Food_2.csv
Chips,208,6.3,62.0,17.1,5.3,4.6,Snacks,71,248.0,Snack,799.0,Food_2.csv
Oats,348,14.7,25.6,50.0,8.6,27.7,Grains,216,107.0,Breakfast,325.0,Food_2.csv
Butter,578,41.7,16.0,31.8,0.9,28.4,Dairy,116,202.0,Lunch,252.0,Food_2.csv
Butter,160,9.4,45.4,34.8,3.5,4.4,Dairy,279,172.0,Dinner,233.0,Food_2.csv
Broccoli,252,15.6,16.5,39.0,7.3,8.0,Vegetables,469,57.0,Snack,686.0,Food_2.csv
Spinach,328,3.5,47.7,28.1,2.8,24.2,Vegetables,286,189.0,Lunch,187.0,Food_2.csv
Chocolate,80,21.3,47.1,30.7,5.8,18.6,Snacks,575,47.0,Lunch,468.0,Food_2.csv
Carrot,261,48.0,79.1,24.7,5.4,14.4,Vegetables,400,206.0,Breakfast,454.0,Food_2.csv
Tomato,164,31.0,76.4,11.8,9.9,7.0,Vegetables,984,6.0,Lunch,514.0,Food_2.csv
Eggs,434,26.7,51.8,32.1,2.0,35.8,Meat,593,297.0,Lunch,308.0,Food_2.csv
Oats,257,19.2,19.9,48.4,2.3,21.1,Grains,281,54.0,Snack,619.0,Food_2.csv
Apple,383,32.6,8.3,32.4,7.7,13.6,Fruits,86,115.0,Lunch,507.0,Food_2.csv
Pasta,273,19.2,73.7,24.5,8.0,4.0,Grains,742,142.0,Snack,499.0,Food_2.csv
Grapes,472,20.5,80.4,29.0,8.7,39.8,Fruits,446,93.0,Snack,581.0,Food_2.csv
Pasta,190,35.1,69.5,35.1,9.9,33.7,Grains,146,117.0,Lunch,967.0,Food_2.csv
Orange,566,6.6,19.3,29.0,2.6,47.1,Fruits,959,259.0,Dinner,307.0,Food_2.csv
Milkshake,464,14.8,60.8,33.2,6.4,40.4,Beverages,818,299.0,Dinner,377.0,Food_2.csv
Water,599,23.4,73.6,46.2,0.6,39.0,Beverages,609,282.0,Breakfast,334.0,Food_2.csv
Pasta,386,10.7,51.3,26.4,0.1,48.7,Grains,723,87.0,Breakfast,955.0,Food_2.csv
Green Tea,78,14.0,6.5,46.7,4.4,0.0,Beverages,384,155.0,Snack,782.0,Food_2.csv
Quinoa,100,47.4,95.4,31.3,9.3,46.6,Grains,200,199.0,Snack,603.0,Food_2.csv
Orange Juice,446,22.3,8.9,9.5,1.3,1.3,Beverages,361,152.0,Dinner,861.0,Food_2.csv
Orange Juice,555,20.4,99.1,6.5,0.3,35.5,Beverages,681,168.0,Breakfast,508.0,Food_2.csv
Milkshake,193,19.8,72.8,6.8,9.4,43.5,Beverages,208,273.0,Snack,572.0,Food_2.csv
Yogurt,506,26.9,7.7,16.0,6.5,30.8,Dairy,37,113.0,Snack,451.0,Food_2.csv
Water,297,4.3,23.6,20.4,6.6,49.1,Beverages,49,230.0,Breakfast,137.0,Food_2.csv
Green Tea,304,2.2,10.0,23.6,0.9,24.1,Beverages,337,56.0,Lunch,651.0,Food_2.csv
Tomato,529,12.8,70.9,15.1,9.1,5.0,Vegetables,937,85.0,Dinner,931.0,Food_2.csv
Chicken Breast,70,35.3,38.4,18.7,2.2,35.2,Meat,672,250.0,Lunch,323.0,Food_2.csv
Quinoa,359,14.0,99.3,46.6,4.0,20.4,Grains,269,191.0,Breakfast,143.0,Food_2.csv
Milk,437,2.2,73.9,19.1,3.7,41.0,Dairy,998,238.0,Lunch,630.0,Food_2.csv
Salmon,471,40.4,70.8,10.7,7.9,1.6,Meat,359,31.0,Breakfast,829.0,Food_2.csv
Coffee,497,22.7,5.7,4.0,9.1,33.9,Beverages,564,213.0,Lunch,235.0,Food_2.csv
Oats,277,14.9,77.9,42.0,8.3,48.1,Grains,900,230.0,Dinner,825.0,Food_2.csv
Coffee,441,46.2,80.7,35.8,8.1,17.9,Beverages,959,255.0,Dinner,541.0,Food_2.csv
Pasta,290,14.1,68.7,14.7,1.6,42.0,Grains,865,40.0,Breakfast,245.0,Food_2.csv
Orange,421,37.6,95.3,26.0,10.0,36.9,Fruits,444,297.0,Dinner,844.0,Food_2.csv
Pasta,224,31.7,57.8,24.4,6.9,27.8,Grains,759,75.0,Dinner,800.0,Food_2.csv
Eggs,321,44.9,99.1,6.9,3.2,48.0,Meat,478,5.0,Snack,982.0,Food_2.csv
Cheese,409,19.9,36.2,22.9,6.3,1.6,Dairy,695,124.0,Lunch,389.0,Food_2.csv
Carrot,493,32.0,14.1,46.1,7.6,40.1,Vegetables,67,72.0,Lunch,468.0,Food_2.csv
Butter,520,12.7,99.4,25.8,8.0,44.2,Dairy,512,99.0,Breakfast,860.0,Food_2.csv
Spinach,107,3.7,43.2,26.6,6.8,7.6,Vegetables,188,12.0,Snack,146.0,Food_2.csv
Chips,444,12.0,32.8,15.0,8.9,37.7,Snacks,402,82.0,Breakfast,448.0,Food_2.csv
Milkshake,549,2.5,89.0,18.0,6.3,33.6,Beverages,54,180.0,Dinner,958.0,Food_2.csv
Chocolate,485,36.0,59.4,36.4,7.5,1.2,Snacks,56,54.0,Dinner,242.0,Food_2.csv
Banana,158,18.1,44.3,48.8,6.3,19.1,Fruits,137,120.0,Lunch,386.0,Food_2.csv
Orange Juice,515,26.7,67.7,30.7,5.0,10.5,Beverages,839,14.0,Dinner,914.0,Food_2.csv
Butter,214,24.0,27.9,36.7,9.9,19.1,Dairy,87,167.0,Lunch,468.0,Food_2.csv
Cheese,385,2.9,82.6,18.3,6.5,35.8,Dairy,307,87.0,Snack,644.0,Food_2.csv
Orange,446,23.2,70.3,5.3,2.1,32.9,Fruits,781,267.0,Dinner,248.0,Food_2.csv
Butter,310,36.4,84.4,29.9,6.3,35.1,Dairy,721,280.0,Breakfast,786.0,Food_2.csv
Cookies,114,25.1,45.9,46.6,2.1,7.8,Snacks,627,118.0,Dinner,553.0,Food_2.csv
Strawberry,409,29.9,61.2,25.5,5.1,23.1,Fruits,733,141.0,Lunch,391.0,Food_2.csv
Beef Steak,315,19.7,83.8,15.0,0.9,30.1,Meat,551,193.0,Dinner,169.0,Food_2.csv
Chips,542,31.6,91.4,24.8,4.1,6.8,Snacks,521,219.0,Lunch,102.0,Food_2.csv
Chocolate,225,3.8,86.5,39.4,8.9,38.2,Snacks,234,74.0,Dinner,721.0,Food_2.csv
Apple,147,40.5,85.8,31.9,4.6,13.1,Fruits,259,265.0,Snack,368.0,Food_2.csv
Potato,375,36.0,92.3,23.2,3.7,26.2,Vegetables,409,74.0,Breakfast,478.0,Food_2.csv
Cookies,115,16.8,83.0,12.1,7.1,40.7,Snacks,316,48.0,Lunch,929.0,Food_2.csv
Apple,394,3.6,66.9,3.1,0.7,17.7,Fruits,869,26.0,Breakfast,793.0,Food_2.csv
Eggs,195,31.2,66.8,35.2,4.7,38.5,Meat,729,88.0,Breakfast,364.0,Food_2.csv
Coffee,314,6.8,32.6,48.7,2.0,9.2,Beverages,768,105.0,Breakfast,198.0,Food_2.csv
Eggs,292,11.6,40.3,27.2,7.0,20.9,Meat,350,243.0,Snack,416.0,Food_2.csv
Broccoli,199,26.9,99.9,43.8,4.9,30.2,Vegetables,237,36.0,Breakfast,969.0,Food_2.csv
Carrot,95,17.9,11.1,41.4,6.3,41.5,Vegetables,65,21.0,Lunch,299.0,Food_2.csv
Chocolate,463,46.5,26.0,18.4,5.8,26.4,Snacks,145,125.0,Lunch,581.0,Food_2.csv
Rice,229,4.1,36.0,21.1,2.0,22.5,Grains,875,181.0,Breakfast,264.0,Food_2.csv
Cheese,74,17.6,85.4,40.8,0.0,16.1,Dairy,627,21.0,Lunch,440.0,Food_2.csv
Quinoa,414,41.2,91.0,48.0,4.9,11.8,Grains,489,246.0,Snack,241.0,Food_2.csv
Tomato,265,45.5,80.6,2.3,8.2,13.7,Vegetables,704,121.0,Snack,689.0,Food_2.csv
Milkshake,570,8.5,61.2,32.6,5.2,34.8,Beverages,408,216.0,Breakfast,376.0,Food_2.csv
Carrot,579,14.9,99.9,7.8,4.9,40.1,Vegetables,530,273.0,Breakfast,109.0,Food_2.csv
Chips,63,5.9,88.4,6.0,1.3,45.2,Snacks,779,32.0,Lunch,542.0,Food_2.csv
Cheese,128,41.2,38.0,18.3,7.3,36.7,Dairy,7,156.0,Lunch,381.0,Food_2.csv
Chicken Breast,305,8.4,94.3,30.7,1.6,22.5,Meat,526,258.0,Snack,353.0,Food_2.csv
Chicken Breast,400,40.4,60.1,28.9,4.2,49.6,Meat,487,293.0,Lunch,884.0,Food_2.csv
Grapes,280,48.0,31.8,15.6,8.0,41.8,Fruits,691,249.0,Lunch,589.0,Food_2.csv
Butter,172,13.0,5.0,4.7,8.7,37.0,Dairy,590,207.0,Breakfast,608.0,Food_2.csv
Potato,304,26.3,43.5,19.4,4.2,28.7,Vegetables,876,268.0,Breakfast,500.0,Food_2.csv
Milkshake,176,32.5,68.8,49.0,7.6,15.1,Beverages,823,213.0,Snack,151.0,Food_2.csv
Broccoli,474,19.0,72.2,35.2,0.0,15.5,Vegetables,238,113.0,Snack,299.0,Food_2.csv
Banana,511,14.3,28.4,23.2,6.0,7.0,Fruits,172,126.0,Snack,351.0,Food_2.csv
Water,408,11.5,32.0,20.3,2.3,9.1,Beverages,811,125.0,Snack,332.0,Food_2.csv
Paneer,156,37.5,74.1,28.8,1.4,14.1,Dairy,550,280.0,Dinner,602.0,Food_2.csv
Banana,345,33.0,88.1,15.8,0.0,49.3,Fruits,820,172.0,Lunch,680.0,Food_2.csv
Eggs,264,36.0,56.4,26.3,3.5,22.9,Meat,225,93.0,Breakfast,969.0,Food_2.csv
Apple,384,42.1,59.3,21.4,7.9,3.4,Fruits,223,287.0,Snack,274.0,Food_2.csv
Chicken Breast,138,45.3,77.8,24.7,5.6,31.3,Meat,780,201.0,Dinner,310.0,Food_2.csv
Orange Juice,155,1.4,15.5,47.7,4.5,39.0,Beverages,497,217.0,Snack,261.0,Food_2.csv
Nuts,339,12.9,42.4,26.8,1.7,14.5,Snacks,412,170.0,Lunch,710.0,Food_2.csv
Banana,296,1.8,91.1,9.5,1.0,17.8,Fruits,16,242.0,Snack,448.0,Food_2.csv
